Article Title,Author Keywords,Publication Year
"Randomized, controlled clinical two-centre study using xenogeneic block grafts loaded with recombinant human bone morphogenetic protein-2 or autogenous bone blocks for lateral ridge augmentation",autogenous bone block; bone morphogenetic protein-2 (MeSH terms); bone regeneration; dental implants; guided bone regeneration,2018
Probiotic Lactobacillus rhamnosus GG prevents alveolar bone loss in a mouse model of experimental periodontitis,alveolar bone loss prevention; inflammation; Lactobacillus rhamnosus GG; periodontitis; probiotic,2018
Restoration contour is a risk indicator for peri-implantitis: A cross-sectional radiographic analysis,dental implant; dental prosthesis; implant-supported; peri-implantitis; prevalence; risk factors,2018
Effect of connective tissue grafting on peri-implant tissue in single immediate implant sites: A RCT,connective tissue grafting; immediate implant treatment; implant aesthetics; single implant; soft tissue recession,2018
"Optimal dose and duration of amoxicillin-plus-metronidazole as an adjunct to non-surgical periodontal therapy: A systematic review and meta-analysis of randomized, placebo-controlled trials",amoxicillin; metronidazole; periodontitis,2018
Xenogenic collagen matrix or autologous connective tissue graft as adjunct to coronally advanced flaps for coverage of multiple adjacent gingival recession: Randomized trial assessing non-inferiority in root coverage and superiority in oral health-related quality of life,collagen matrix; coronally advanced flap; gingival recession; human; randomized controlled clinical trial; root coverage,2018
Global smoking-attributable burden of periodontal disease in 186 countries in the year 2015,dental; epidemiology; modelling; risk factors; smoking,2018
Patterns of periodontal disease progression based on linear mixed models of clinical attachment loss,clinical attachment loss; disease progression; linear mixed models; periodontal disease,2018
Do different probing depths exhibit striking differences in microbial profiles?,16S rDNA; bacteria; dental plaque; high-throughput nucleotide sequencing; periodontal disease,2018
Periodontal disease and pneumonia mortality in haemodialysis patients: A 7-year cohort study,cohort studies; epidemiology; kidney diseases; oral health; periodontitis; renal dialysis,2018
Introduction of a prediction model to assigning periodontal prognosis based on survival time,periodontal disease; periodontal maintenance; periodontal prognosis; prediction model; tooth loss,2018
Factors associated with pain and analgesic consumption following non-surgical periodontal therapy under local anaesthesia and carried out by dental students,dental anxiety; pain measurement; periodontal diseases; periodontal therapy; postoperative pain,2018
Ligature-induced peri-implantitis and periodontitis in mice,dental implant; ligature; murine model; peri-implantitis; periodontitis,2018
Surgical treatment of peri-implantitis: Prognostic indicators of short-term results,dental; oral implants; multilevel logistic regression; peri-implant surgery; Peri-implantitis; prognostic indicators; resective surgery; risk factors,2018
One-piece zirconia oral implants for single-tooth replacement: Three-year results from a long-term prospective cohort study,clinical investigation; oral implants; prospective; zirconia,2018
Five-year outcomes of a randomized clinical trial comparing bone-level implants with either submerged or transmucosal healing,crestal bone levels; dental implants; randomized clinical trial; surgical protocol; wound healing,2018
The innate host response in caries and periodontitis,caries; hard tissues; innate host response; periodontitis; soft tissues review,2017
Impaired periodontium and temporomandibular joints in tumour necrosis factor-alpha transgenic mice,geometric morphometrics; inflammation; mouse; periodontium; resorption; rheumatoid arthritis; temporomandibular joints; transgenic; tumour necrosis factor-,2017
Professional oral health care for preventing nursing home-acquired pneumonia: A cost-effectiveness and value of information analysis,dental; gerodontology; health economics; modelling; oral hygiene,2017
Long-term treatment costs for aggressive periodontitis in a German population,dental; effectiveness; health economics; periodontal disease; periodontitis,2017
Periodontal treatment modulates gene expression of endothelial progenitor cells in diabetic patients,endothelial progenitor cell; gene expression; inflammation; periodontitis; type 2 diabetes,2017
Healing of two-wall intra-bony defects treated with a novel EMD-liquidA pre-clinical study in monkeys,animal study; carrier; enamel matrix proteins; intra-bony defect; periodontal regeneration,2017
Exploring the microbiome of healthy and diseased peri-implant sites using Illumina sequencing,dental implant; DNA; microbiome; peri-implantitis; periodontal; sequencing,2017
Surgical treatment of peri-implantitis: 3-year results from a randomized controlled clinical trial,dental implant; implant surface characteristics; surgical treatment,2017
Natural history of periodontitis: Disease progression and tooth loss over 40years,clinical attachment loss; longitudinal; natural history; periodontal disease progression; prediction; tooth loss,2017
Serum lipid levels in patients with periodontal disease: A meta-analysis and meta-regression,cholesterol; dyslipidaemia; high-density lipoprotein cholesterol; low-density lipoprotein cholesterol; periodontal disease; triglycerides,2017
The role of leptin as a biomarker in the relationship between periodontitis and chronic migraine,adipocytokines; chronic migraine; headache; inflammation; leptin; periodontitis,2017
Open flap debridement of peri-implantitis with or without adjunctive systemic antibiotics: A randomized clinical trial,antibiotics; microbiota; peri-implantitis; surgical treatment,2017
At least three phenotypes exist among periodontitis patients,bone loss; microbiological data; modelling; periodontitis; phenotypes; radiographic data,2017
Chronic periodontitis is associated with platelet factor 4 (PF4) secretion: A pilot study,ELISA; cytokines; gingival crevicular fluid; periodontitis; platelets,2017
"Porphyromonas gingivalis lipopolysaccharides affect gingival stem/progenitor cells attributes through NF-B, but not Wnt/-catenin, pathway",Lipopolysaccharides; NF-B; Porphyromonas gingivalis; stem cells; Wnt; -catenin,2017
Kava-241 reduced periodontal destruction in a collagen antibody primed Porphyromonas gingivalis model of periodontitis,alveolar bone loss; inflammation; kavain; oral gavage; periodontitis,2017
Association between dental visits for periodontal treatment and type 2 diabetes mellitus in an elderly Japanese cohort,dental claim data; dental visit; diabetes; elderly; periodontal treatment,2017
Vertical subclassification predicts survival of molars with class II furcation involvement during supportive periodontal care,molar furcation; periodontal support; periodontitis; prognosis; tooth survival,2017
Cost comparison of prediction-based decision-making for periodontally affected molars,dental; furcation; health economics; implant; modelling,2017
Exercise attenuates alveolar bone loss and anxiety-like behaviour in rats with periodontitis,anxiety; glial fibrillary acidic protein; marble burying test; periodontal disease; physical training,2017
The relationship between open versus normal contact point and inter-proximal papilla dimensions in periodontally healthy young adults: A controlled clinical trial,diagnosis; gingiva; inter-dental papila,2017
Simultaneous lateral bone augmentation and implant placement using a particulated synthetic bone substitute around chronic peri-implant dehiscence defects in dogs,animal model; collagen; dental implant; guided bone regeneration; synthetic bone substitute,2017
"Periodontitis and Non-alcoholic Fatty Liver Disease, a population-based cohort investigation in the Study of Health in Pomerania",epidemiologic; hepatic steatosis; oral-systemic disease; periodontal disease; population health; prospective cohort,2017
Periodontal manifestations of Ehlers-Danlos syndromes: Asystematic review,Ehlers-Danlos; gingiva; hypermobility; oral manifestations; periodontitis,2017
A haplotype block downstream of plasminogen is associated with chronic and aggressive periodontitis,aggressive periodontitis; chronic periodontitis; genetic association; plasmin; plasminogen; rs1247559; rs4252120,2017
Role of poly(ADP-ribose) polymerase activation in the pathogenesis of periodontitis in diabetes,diabetes; diabetic complications; nitrosative stress; periodontitis; poly (ADP-ribose) polymerase,2017
Involvement of insulin resistance in normoglycaemic obese patients with periodontitis: A cross-sectional study,abdominal obesity; insulin resistance; obesity; periodontal diseases; periodontitis,2017
Impact of excessive gingival display on oral health-related quality of life in a Southern Brazilian young population,excessive gingival display; gingival exposure; gummy smile; quality of Life; smile,2017
Is periodontitis associated with halitosis? A systematic review and meta-regression analysis,bad breath; Foetor ex ore; meta-analysis; oral malodour; periodontal diseases,2017
Reduction in bacteremia after brushing with a triclosan/copolymer dentifrice-A randomized clinical study,bacteremia; biofilm; clinical study; gingivitis; toothpaste,2017
A double-masked Randomized Clinical Trial (RCT) comparing four periodontitis treatment strategies: 5-year clinical results,antibiotics; full-mouth disinfection; metronidazole; periodontal disease; scaling and root planing,2017
Autophagy activation is required for myofibroblast differentiation during healing of oral mucosa,autophagy; collagen; gingiva; myofibroblasts; periodontal tissues; wound healing,2017
Sinus augmentation using a mini-pig model: Effect of ceramic and allogeneic bone biomaterials,bone biomaterials; bone morphogenetic protein-2; mini-pig model; osseointegration; sinus augmentation,2017
Relationship between tooth loss and peripheral arterial disease among women,atherosclerosis; cardiovascular disease(s); inflammation; periodontal disease; risk factor,2017
The long-term effect of a zinc acetate and chlorhexidine diacetate containing mouth rinse on intra-oral halitosis-A randomized clinical trial,bad breath; halitosis; hydrogen sulphide; mouth rinse; volatile sulphur compounds; Zn/CHX rinse,2017
Is ridge preservation/augmentation at periodontally compromised extraction sockets safe? A retrospective study,alveolar bone grafting; infection; retrospective studies; tooth extraction; tooth socket,2017
Association of flossing/inter-dental cleaning and periodontitis in adults,cross-sectional study; flossing; inter-dental cleaning; national health and nutrition examination survey; periodontitis,2017
Idiopathic male infertility related to periodontal and caries status,caries status; idiopathic male infertility; pathospermia; periodontal status; periodontitis,2017
The aggravation of arthritis by periodontitis is dependent of IL-17 receptor A activation,antigen-induced arthritis; IL-17; oral microbiota; periodontal disease; Porphyromonas gingivalis; rheumatoid arthritis,2017
Periodontal status and serum biomarker levels in HFE haemochromatosis patients. A case-series study,haemochromatosis; iron burden; periodontitis; transferrin saturation,2017
"Gingival bleeding, a possible serious adverse drug reaction: An observational study in the French PharmacoVigilance Database",adverse drug reactions; gingival bleeding; pharmacovigilance,2017
Entire papilla preservation technique in the regenerative treatment of deep intrabony defects: 1-Year results,enamel matrix proteins; guided tissue regeneration; microsurgery; periodontal; periodontitis; surgical flaps,2017
Corona! advanced flap in combination with a connective tissue graft. Is the thickness of the flap a predictor for root coverage? A prospective clinical study,connective tissue graft; flap thickness; gingival recession; mucogingival surgery; periodontal plastic surgery; root coverage,2017
Bone tissue response following local drug delivery of bisphosphonate through titanium oxide nanotube implants in a rabbit model,bisphosphonate; bone; local drug delivery system; nanotubes; titanium implant,2017
Titanium implant functionalization with phosphate-containing polymers may favour in vivo osseointegration,functionalization; implant; osseointegration; pullulan; surface,2017
Evaluation of DNA methylation of inflammatory genes following treatment of chronic periodontitis: A pilot case-control study,biomarkers; DNA methylation; epigenetics; inflammatory genes. periodontal disease pathogenesis; periodontal diseases/therapy,2017
"Effects of photodynamic therapy in periodontal treatment: A randomized, controlled clinical trial",Aggregatibacter actinomycetemcomitans; clinical outcomes; diode laser; osteoprotegerin. periodontitis; photodynamic therapy; RANK-L; scaling and root planing OPG,2017
Age of onset of disease in subjects with severe periodontitis: A9-to 34-year retrospective study,bone level; onset of disease; periodontitis; radiographs,2017
The role of 5-lipoxygenase in Aggregatibacter actinomycetemcomitans-induced alveolar bone loss,5-lipoxygenase; Aggregatibacter actinomycetemcomitans; alveolar bone loss; leukotriene; periodontal disease,2017
Association of salivary peroxidase activity and concentration with periodontal health: A validity study,bias (epidemiology); enzyme activity; enzyme concentration; periodontal diseases; periodontal pocket; peroxidases; saliva,2017
The effect of furcation involvement on tooth loss in a population without regular periodontal therapy,attachment loss; furcation; periodontitis; progression; tooth loss,2017
Different antibiotic protocols in the treatment of severe chronic periodontitis: A 1-year randomized trial,antimicrobials; clinical outcomes; clinical studies; periodontal disease; periodontal tissues; treatment planning,2017
Effect of periodontal therapy with systemic antimicrobials on parameters of metabolic syndrome: A randomized clinical trial,antimicrobials; metabolic syndrome; periodontal therapy; periodontitis; systolic blood pressure; triglycerides,2017
Repair of large saddle defects of the mandibular ridge using dual growth factor releaseAn experimental pilot study in minipigs,BMP; bone augmentation; growth factors; scaffold; VEGF,2017
"Lipopolysaccharide, a possible molecular mediator between periodontitis and coronary artery disease",acute coronary syndrome; cardiovascular diseases; dentistry; endotoxins; pathogen-associated molecular pattern molecules; saliva,2017
"Hard and soft tissue integration of immediate and delayed implants with a modified coronal macrodesign: Histological, micro-CT and volumetric soft tissue changes from a pre-clinical in vivo study",animal model; dental implants; histology; Immediate implant; implant macrodesign; micro-CT; volumetric analysis,2017
Cross-reactive saliva IgA antibodies to oxidized LDL and periodontal pathogens in humans,antibody; atherosclerosis; bacteria; oxidized low-density lipoprotein; periodontitis; salivary diagnostics,2017
Effect of surgical periodontal treatment associated to antimicrobial photodynamic therapy on chronic periodontitis: A randomized controlled clinical trial,antimicrobial photodynamic therapy; chronic periodontitis; microbiology; photosensitizing; surgical treatment,2017
"Addition of enamel matrix derivatives to bone substitutes for the treatment of intrabony defects: A systematic review, meta-analysis and trial sequential analysis",amelogenins; bone substitutes; enamel matrix derivatives; guided tissue regeneration; intrabony defects; meta-analysis; periodontal defects; periodontal regeneration; systematic review,2017
Oral infection with Porphyromonas gingivalis induces peri-implantitis in a murine model: Evaluation of bone loss and the local inflammatory response,cytokines; murine; peri-implantitis; periodontitis; residual bone volume,2017
Discomfort/pain due to periodontal and peri-implant probing: Implant type and age,dental implants; discomfort; pain; peri-implant probing; periodontal probing; visual analogue scale,2017
Peri-implant bone density around implants of different lengths: A 3-year follow-up of a randomized clinical trial,bone level; dental implants; dental radiography; RCT,2017
Saliva and plasma levels of cardiac-related biomarkers in post-myocardial infarction patients,acute myocardial infarction; cystatin C; growth differentiation factor-15; periodontal disease; plasma; saliva,2017
Cost-effectiveness of non-surgical periodontal therapy for patients with type 2 diabetes in the UK,cost-effectiveness; periodontitis; Quality Adjusted Life-Year; spreadsheet model; type 2 diabetes,2017
Clinical and microbiological effects of the adjunctive use of probiotics in the treatment of gingivitis: A randomized controlled clinical trial,gingival index; gingivitis; Lactobacillus spp; probiotics; subgingival microbiota,2017
Non-surgical treatment of peri-implant mucositis and peri-implantitis at two-piece zirconium implants: A clinical follow-up observation after up to 3years,Non-surgical therapy; peri-implant diseases; zirconium implants,2017
"Xenogeneic collagen matrix versus connective tissue graft for buccal soft tissue augmentation at implant site. A randomized, controlled clinical trial",collagen matrix; connective tissue graft; dental implants; keratinized tissue; randomized clinical trial; soft tissue augmentation,2017
Increased levels of soluble CD163 in periodontitis patients,CD163; gingival tissue; periodontitis; saliva; serum; systemic effects,2017
Development and validation of a condition-specific measure for chronic periodontitis: Oral health impact profile for chronic periodontitis,chronic periodontitis; development; oral health-related quality of life; reliability; validity,2017
Network meta-analysis of studies included in the Clinical Practice Guideline on the nonsurgical treatment of chronic periodontitis,Periodontal disease; periodontitis,2017
Tooth loss in generalized aggressive periodontitis: Prognostic factors after 17 years of supportive periodontal treatment,aggressive periodontitis; maintenance; periodontal therapy; risk model; tooth loss,2017
Predictors of long-term outcomes in patients undergoing periodontal maintenance,abfractions; bruxism; periodontal disease; periodontal prognosis; tooth loss,2017
Untitled,,2017
Untitled RESPONSE,,2017
Efficacy of collagen matrix seal and collagen sponge on ridge preservation in combination with bone allograft: A randomized controlled clinical trial,alveolar ridge preservation; bone allograft; collagen matrix; collagen sponge; extracellular matrix; extraction socket,2017
"Volumetric changes of grafted volumes and the Schneiderian membrane after transcrestal and lateral sinus floor elevation procedures: A clinical, pilot study",bone volume; dental implants; Schneiderian membrane; sinus floor elevation; sinuslift,2017
"Osteoblast growth, after cleaning of biofilm-covered titanium discs with air-polishing and cold plasma",air-polishing; biofilm; cold plasma; dental implant; osteoblasts; peri-implantitis; surface treatment; titanium,2017
Periodontitis changes renal structures by oxidative stress and lipid peroxidation,bone biology; histochemistry; inflammation; periodontal disease; periodontal medicine,2017
Autoantibodies against citrullinated histone H3 in rheumatoid arthritis and periodontitis patients,ACPA; autoantibodies; citrullinated histone H3; periodontitis; rheumatoid arthritis,2017
Is the use of differences in the magnitude of CAL gain appropriate for making conclusions on the efficacy of non-surgical therapeutic means?,,2017
Association between diabetes mellitus/hyperglycaemia and peri-implant diseases: Systematic review and meta-analysis,dental implants; diabetes complications; epidemiology; gestational diabetes; glycosylated; haemoglobin A; humans; review; systematic,2017
Mitochondrial dysfunction is involved in the aggravation of periodontitis by diabetes,diabetes; mitochondrial biogenesis; mitochondrial dysfunction; oxidative stress; periodontal disease(s),2017
Milk fat globule epidermal growth factor 8 inhibits periodontitis in non-human primates and its gingival crevicular fluid levels can differentiate periodontal health from disease in humans,cytokines; inflammation; milk fat globule epidermal growth factor 8; non-human primates; periodontitis,2017
Relationship between renal function and periodontal disease in community-dwelling elderly women with different genotypes,beta-3 adrenergic receptor; epidemiology; gene-gene interaction; periodontal disease; peroxisome proliferator-activated receptor gamma,2017
The association between periodontitis and sleep duration,association; epidemiology; inflammation; Korea National Health And Nutrition Examination Survey (KNHANES); oxidative stress; periodontal diseases; periodontitis; risk factors; sleep,2017
Assessment of arterial stiffness in periodontitis using a novel pulse wave imaging methodology,atherosclerosis; cardiovascular; periodontal; pulse wave velocity,2017
Long-term results of periodontal regenerative therapy: A retrospective practice-based cohort study,bovine bone mineral; collagen; compliance; enamel matrix protein; long-term; membrane; radiographic bone level; regenerative periodontal therapy,2017
Chemokine in inflamed periodontal tissues activates healthy periodontal-ligament stem cell migration,chemokines; homing; migration; periodontal stem cells; tissue regeneration,2017
Connective tissue graft and tunnel or trapezoidal flap for the treatment of single maxillary gingival recessions: a randomized clinical trial,dental aesthetics; dentin sensitivity; gingival recession; maxilla; pain measurement; surgical flaps,2017
Post-extraction mesio-distal gap reduction assessment by confocal laser scanning microscopy - a clinical 3-month follow-up study,confocal laser scanning microscopy; mesio-distal distance; post-extraction changes; socket healing,2017
"Impact of the global burden of periodontal diseases on health, nutrition and wellbeing of mankind: A call for global action",diagnosis; periodontal diseases; periodontitis; prevention; public health policy; risk factors; treatment,2017
Comparisons of periodontal regenerative therapies: A meta-analysis on the long-term efficacy,enamel matrix derivatives; guided tissue regeneration; longitudinal meta-analysis; periodontal regeneration therapies,2017
Effect of ridge preservation for early implant placement - is there a need to remove the biomaterial?,alveolar ridge augmentation (MeSH); ridge preservation; volume stability,2017
Nutritional stimulation of commensal oral bacteria suppresses pathogens: the prebiotic concept,biofilm; oral health; periodontal diseases; prebiotics; probiotics,2017
Quantitative proteomic analysis of gingival crevicular fluids from deciduous and permanent teeth,deciduous dentition; gingival crevicular fluid; neutrophil function; permanent dentition; quantitative proteomics,2017
Estimating effects of craniofacial morphology on gingival recession and clinical attachment loss,clinical attachment loss; craniofacial morphology; gingival biotype; gingival recession; magnetic resonance images,2017
Human gingiva transcriptome during wound healing,gingiva; real-time polymerase chain reaction; sequence analysis; transcriptome; wound healing,2017
Chemotherapeutic decontamination of dental implants colonized by mature multispecies oral biofilm,biofilm; chlorhexidine; decontamination; implant; phosphoric acid; tetracycline,2017
"Adjunctive efficacy of probiotics in the treatment of experimental peri-implant mucositis with mechanical and photodynamic therapy: a randomized, cross-over clinical trial",dental implants; mucositis; photochemotherapy; probiotics,2017
Comparative 3D micro-CT and 2D histomorphometry analysis of dental implant osseointegration in the maxilla of minipigs,bone implant contact (BIC); bone volume; total volume (BV; TV); dental implants; histomorphometry; micro-CT (CT); osseointegration,2017
3-Dimensional functionalized polycaprolactone-hyaluronic acid hydrogel constructs for bone tissue engineering,bone; bone morphogenetic protein-7; hyaluronic acid; hydrogel; tissue engineering,2017
Gingivitis and lifestyle influences on high-sensitivity C-reactive protein and interleukin 6 in adolescents,body mass index; C-reactive protein; gingivitis; high-sensitivity C-reactive protein; inflammation; interleukin 6; obesity; periodontitis; smoking; sulcus bleeding,2017
Inflammatory bowel disease and oral health: systematic review and a meta-analysis,Crohn's disease; inflammatory bowel disease; meta-analysis; oral health; periodontal disease; systematic review; ulcerative colitis,2017
"Short dental implants (6mm) versus long dental implants (11-15mm) in combination with sinus floor elevation procedures: 3-year results from a multicentre, randomized, controlled clinical trial",dental implant; multicentre; posterior maxilla; randomized controlled clinical trial; short dental implant; single unit; sinus floor elevation; sinus grafting,2017
Randomized controlled clinical study comparing a volume-stable collagen matrix to autogenous connective tissue grafts for soft tissue augmentation at implant sites: linear volumetric soft tissue changes up to 3months,collagen-based matrix; dental implant; soft tissue augmentation; soft tissue volume; subepithelial connective tissue graft,2017
Mechanical and chemical plaque control in the simultaneous management of gingivitis and caries: a systematic review,caries; mechanical plaque control; DMF; gingival index; gingivitis; chemical plaque control; meta-analyses; plaque index; systematic review,2017
Gingival recession and root caries in the ageing population: a critical evaluation of treatments,ageing population; atraumatic restorative treatment; gingival recession; operative treatment; periodontal surgery; prevention; root caries,2017
"Nutrition, dental caries and periodontal disease: a narrative review",dental caries; gingivitis; nutrition; periodontal disease; periodontitis,2017
Socio-behavioural aspects in the prevention and control of dental caries and periodontal diseases at an individual and population level,dental caries; motivation; periodontal disease; prevention; social behaviour,2017
Integrated biomarker profiling of smokers with periodontitis,oral bacteria; periodontitis; saliva; serum; smoking,2017
Mucin 4 and matrix metalloproteinase 7 as novel salivary biomarkers for periodontitis,gingival crevicular fluid; matrix; metalloproteinase 7; mucin 4; periodontitis; saliva,2017
A new way to estimate disease prevalence from random partialmouth samples,clinical attachment level; epidemiology; partial-recording protocol; periodontitis; pocket depth,2017
Effects of EMD liquid (Osteogain) on periodontal healing in class III furcation defects in monkeys,absorbable collagen sponge; carrier; class III furcation defect; enamel matrix proteins; periodontal regeneration,2017
Health information quality of websites on periodontology,gum disease; information quality; Internet; periodontal disease; Web,2017
Clinical and radiographic intrasubject comparison of implants placed with or without guided bone regeneration: 15-year results,bone; bone augmentation; bone regeneration; bone substitute; CBCT; clinical; cone beam computed tomography; dental implant; graft; guided bone regeneration; human; long term; membrane; mucosa; radiology; soft tissue,2017
Impact of platform switching on inter-proximal bone levels around 8.5 mm implants in the posterior region; 5-year results from a randomized clinical trial,dental implant; implant-abutment; connection; inter-proximal bone level; patients' satisfaction; platform switching; short implants; survival,2017
"The subgingival microbiome, systemic inflammation and insulin resistance: The Oral Infections, Glucose Intolerance and Insulin Resistance Study",adiponectin; C-reactive protein; diabetes; inflammation; insulin resistance; interleukin-6; microbiome; microbiota; periodontal; tumour necrosis factor-alpha,2017
Periodontitis and incident type 2 diabetes: a prospective cohort study,incident diabetes; inflammation; periodontitis,2017
Serum lipids modify periodontal infection - interleukin-6 association,interleukin-6; lipids; lipoproteins; periodontitis; tumour necrosis factor alpha,2017
A retrospective study on periodontal disease progression in private practice,maintenance; periodontitis; progression; stability,2017
Combined surgical therapy of advanced peri-implantitis evaluating two methods of surface decontamination: a 7-year follow-up observation,bone graft; collagen membrane; implantoplasty; peri-implantitis; surgical regenerative therapy,2017
"Interaction of lifestyle, behaviour or systemic diseases with dental caries and periodontal diseases: consensus report of group 2 of the joint EFP/ORCA workshop on the boundaries between caries and periodontal diseases",acquired risk factors; amelogenin (AMELX) gene; aquaporin (AQP5) gene; candidate gene study (CGS); carbohydrate; caries; diabetes; diet; Fc gamma receptor IIA (Fc gamma RIIA) gene; fluoride; genetics; genome wide association study (GWAS); gingival bleeding; gingivitis; hyposalivation; Interleukin 10 (IL10) gene; macronutrient; malnutrition; micronutrient; nutrition; oral hygiene frequency; periodontal diseases; periodontitis; polyunsaturated fatty acid (PUFA); prediction factor; prognostic factor; protein; risk factor; saliva; single nucleotide polymorphism (SNP); smoking; starch; sugars; vitamin B12; vitamin C; vitamin D; vitamin D receptor (VDR) gene,2017
Global epidemiology of dental caries and severe periodontitis - a comprehensive review,dental caries; epidemiology; incidence; periodontitis; prevalence; review; severe periodontitis; trends,2017
Prevention and control of dental caries and periodontal diseases at individual and population level: consensus report of group 3 of joint EFP/ORCA workshop on the boundaries between caries and periodontal diseases,chemical plaque control; clinical recommendations; consensus conference; dental caries; evidence-based medicine; fluoride; gingivitis; interdental cleaning; mechanical plaque control; oral hygiene; periodontitis; prevention; systematic review,2017
"Ageing, dental caries and periodontal diseases",ageing; dental caries; epidemiology; periodontitis; risk factors; root surfaces; wound healing,2017
Dental biofilm: ecological interactions in health and disease,ecology; gene transfer; interactions; metabolism; oral microbiome; signalling,2017
Role of microbial communities in the pathogenesis of periodontal diseases and caries,caries; microbial communities; oral microbiome; periodontal disease,2017
Host genetics role in the pathogenesis of periodontal disease and caries,caries; genetic; periodontitis,2017
Age-related changes in immune function (immune senescence) in caries and periodontal diseases: a systematic review,caries; immune function; immune senescence; mucosal immunity; periodontitis,2017
Role of microbial biofilms in the maintenance of oral health and in the development of dental caries and periodontal diseases. Consensus report of group 1 of the Joint EFP/ORCA workshop on the boundaries between caries and periodontal disease,caries; dental biofilm; dysbiosis; innate host responses; microbial interactions; periodontal diseases; symbiosis,2017
Dental caries and periodontal diseases in the ageing population: call to action to protect and enhance oral health and well-being as an essential component of healthy ageing Consensus report of group 4 of the joint EFP/ORCA workshop on the boundaries between caries and periodontal diseases,ageing; dental caries; dependency; epidemiology; frailty; gerodontology; masticatory dysfunction; nutrition; older people; periodontal diseases; periodontitis; public health; root caries; senescence; tooth loss,2017
Risk factors in periodontology: a conceptual framework,health determinants; pathogenesis; periodontitis; periodontology; risk factors,2017
Long-term clinical response to treatment and maintenance of localized aggressive periodontitis: a cohort study,aggressive periodontitis; antibiotics; dental scaling; long-term effects; maintenance; patient compliance; root planing; therapy,2017
Long-term tooth retention in chronic periodontitis - results after 18 years of a conservative periodontal treatment regimen in a university setting,maintenance; periodontal disease; periodontal therapy; risk model tooth loss,2017
"Regenerative potential of leucocyte- and platelet-rich fibrin. Part B: sinus floor elevation, alveolar ridge preservation and implant therapy. A systematic review",alveolar ridge preservation; guided bone regeneration; implant therapy; leucocyte- and platelet-rich fibrin; sinus floor elevation,2017
Thorkild Karring 1937-2016 In memoriam,,2017
The association between undiagnosed glycaemic abnormalities and cardiometabolic risk factors with periodontitis: results from 2007-2009 Canadian Health Measures Survey,dental health survey(s); diabetes; epidemiology; metabolic syndrome; periodontitis,2017
Cross-sectional associations of impaired glucose metabolism measures with bleeding on probing and periodontitis,bleeding on probing; impaired fasting glucose; impaired glucose tolerance; impaired glycated haemoglobin; insulin resistance; periodontitis; pre-diabetes,2017
The role of platelets in inflammatory immune responses in generalized aggressive periodontitis,generalized aggressive periodontitis; inflammation; mean platelet volume; platelet large cell ratio,2017
Volumetric changes at pontic sites with or without soft tissue grafting: a controlled clinical study with a 10-year follow-up,fixed partial denture; pontic; subepithelial connective tissue graft; volumetric analysis,2017
Soft tissue volume augmentation at dental implant sites using a volume stable three-dimensional collagen matrix - histological outcomes of a preclinical study,collagen-based matrix; dental implants; guided bone regeneration; soft tissue augmentation; soft tissue volume; subepithelial connective tissue graft,2017
Free gingival grafts for implants exhibiting lack of keratinized mucosa: a prospective controlled randomized clinical study,free gingival graft; implant; keratinized mucosa; prospective study,2017
Clinical and Histological changes after ridge preservation with two xenografts: preliminary results from a multicentre randomized controlled clinical trial,alveolar bone loss; alveoloplasty; bone remodelling; tooth socket; xenograft,2017
Immediate versus delayed implant placement after anterior single tooth extraction: the timing randomized controlled clinical trial,bone augmentation; dental implants; human; randomized controlled clinical trial; tooth extraction,2017
Do contextual factors have a role in periodontal disease?,adults; multilevel analysis; periodontal disease; population characteristics; social environment,2017
Contribution of biomechanical forces to inflammation-induced bone resorption,bone resorption; chemokines; cytokines; periodontal diseases; pro-inflammatory mediators; tooth movement,2017
"Regenerative potential of leucocyte- and platelet-rich fibrin. Part A: intra-bony defects, furcation defects and periodontal plastic surgery. A systematic review and meta-analysis",bone regeneration; gingival recession; intra-bony defects; leucocyte-platelet-rich fibrin; open flap debridement; platelet-rich fibrin; tissue regeneration,2017
Alveolar ridge preservation after tooth extraction: a Bayesian Network meta-analysis of grafting materials efficacy on prevention of bone height and width reduction,alveolar ridge preservation; bone augmentation procedures; bone substitute materials; dental implants; meta-analysis; bayesian network meta-analysis; bayesian; multiple treatment meta-analysis; oral implants; socket healing,2017
Bleeding on probing around dental implants: a retrospective study of associated factors,dental implants; gingival haemorrhage; gingival pocket; inflammation; periodontal pocket,2017
Prevalence of periodontal diseases in a multicenter cohort of perinatally HIV-infected and HIV-exposed and uninfected youth,gingivitis; HIV; periodontal disease; youth,2017
Periodontitis is not associated with metabolic risk during the fourth decade of life,glycated haemoglobin; longitudinal; periodontitis; smoking; type 2 diabetes; waist-height ratio,2017
Effectiveness of non-surgical periodontal therapy in a large Chinese population with chronic periodontitis,multilevel analysis; non-surgical peridontal therapy; periodontitis; real-world study,2017
Prognostic value of a simplified method for periodontal risk assessment during supportive periodontal therapy,alveolar bone loss; periodontal pocket; periodontitis; prognosis; risk assessment; tooth loss,2017
"Periodontal regeneration compared with access flap surgery in human intra-bony defects 20-year follow-up of a randomized clinical trial: tooth retention, periodontitis recurrence and costs",cost analysis; intra-bony defects; long term; periodontal regeneration,2017
